train/test,log type,severity,class,text,Reference,label_4class,label_node,label_job,label_total
train,syslog,3,file system,"mmfs: [E] Node list error. Can not find all nodes in list 1,1382,1383,1384,1385,1386,1387,1388,1389,1390,1391,1392,1394,1396,1397,1398,1399,1400,1401,1402,1403,1404,1405,1406,1407,1408,1409,1410,1411,1412,1413,1414,1415,1416,1417,1418,1419,1420,1421,1422,1423,1424,1425,1426,1427,1428,1429,1430,1431,1432,1433,1434,1436,1437,1438,1439,1440,1441,1442,1443,1444,1445,1446,1447,1448,1449,1451,1452,1453,1454,1455,1456,1457,1458,1459,1461,1462,1463,1464,1465,1466,1468,1469,1470,1471,1472,1473,1474,1475,1476,1477,1479,1480,1481,1482,1483,1484,1485,1486,1487,1488,1489,1490,1491,1492,1493,1494,1495,1496,1497,1498,1499,1500,1501,1502,1503,1504,1505,1506,1507,1508,1509,1510,1511,1512,1513,1514,1515,1516,1517,1518,1520,1521,1522,1523,1524,1525,1526,1527,1528,1529,1530,1531,1532,1533,1534,1535,1536,1537,1538,1539,1540,1541,1542,1543,1544,1545,1546,1547,1548,1549,1550,1551,1552,1553,1554,1555,1556,1557,1558,1559,1560,1561,1562,1563,1564,1565,1566,1567,1568,1569,1570,1571,1572,1573,1574,1575,1576,1577,1578,1579,1580,1581,1582,1583,1584,1585,1586,1587,1588,1589,1590,1591,1592,1593,1594,1595,1596,1597,1598,1599,1600,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,1640,1641,1642,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,178",,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(obd_mount.c:202:lustre_start_simple()) MGC[ip]@o2ib[eth ID] setup error -2,,0,1,1,1
train,syslog,3,switch,kernel: nvidia-nvswitch1: Failed to initialize device : -8,,0,1,1,1
train,syslog,3,service,gdrcopy: Checking required modules: libkmod: kmod_module_get_holders: could not open '[path]': No such file or directory,,0,1,1,1
train,DELL LC ,3,memory,A hardware mismatch detected for memory riser.,,0,1,1,1
train,syslog,3,service,"systemd: gpfs.service: Main process exited, code=killed, status=9[path]",,0,1,1,1
test,syslog,3,"setting, config",kernel: device veth[eth ID] entered promiscuous mode,,0,1,1,1
test,syslog,3,nic,mmsysmon: [E] Event raised: NIC ib[eth ID] is down,,0,1,1,1
train,HPE IML,3,nic,"Network adapter link down (Chassis %1, Slot%2, Port %3)",,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A bus fatal error was detected on a component at slot arg1 .,,0,1,1,1
train,DELL LC ,2,cpu,CPU bus initialization error detected.,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: [kNUM]: lsr07-OST[kNUM]osc-[ID]: operation to node [ip]@o2ib failed: rc = [kNUM],,0,1,1,1
test,HPE IML,3,storage,A PCI device at NVMe Drive Port 4B Box 1 Bay 4 Bus 207. Device 0. Function 0 has been removed from the system or powered off,,0,1,1,1
train,DELL LC ,3,"voltage, current",The memory module arg1 voltage is greater than the upper critical threshold.,,0,1,1,1
train,DELL LC ,2,board,arg1 has crossed the minimum warning threshold.,,0,1,1,1
train,DELL LC ,2,battery,The arg1 battery has failed.,,0,1,1,1
test,DELL LC ,2,power,The Non-Volatile Dual In-line Memory Module (NVDIMM) devices are placed in write-protect mode because the system may not provide sufficient power to save data in case of power loss.,,0,1,1,1
test,DELL LC ,2,"voltage, current",An output over voltage fault detected on power supply arg1 .,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: can: request_module (can-proto-6) failed.,,0,1,1,1
test,HPE IML,2,board,"%1 Overheating (Temperature Sensor %2,Location %3, Temperature %4, %5)",,0,1,1,1
train,DELL LC ,3,"bmc, management module",The Intel Management Engine has reported an internal system error.,,0,1,1,1
train,DELL LC ,3,"bios, firmware, driver",Unable to synchronize control panel firmware due to internal error.,,0,1,1,1
train,syslog,3,os,"dracut: dracut module 'earlykdump' will not be installed, because it's in the list to be omitted!",https://bugzilla.redhat.com/show_bug.cgi?id=1961935,0,1,1,1
test,HPE IML,3,memory,Uncorrectable memory error was detected priorto this system boot,,0,1,1,1
train,HPE IML,2,power,"Storage Enclosure power supply failure (PowerSupply %2, Box %3, %4)",,0,1,1,1
train,syslog,3,switch,"kernel: nvidia-nvswitch5: SXid (PCI:[device id]): [kNUM], SOE Watchdog error",,0,1,1,1
train,DELL LC ,3,power,"Chassis Management Controller unable to turn on arg1 - arg2 at priority arg3 because of insufficient power. Minimum power needed is arg4 AC Watt, but only arg5 AC Watt is available.",,0,1,1,1
train,syslog,3,service,systemd: nvidia-fabricmanager.service: Processes still around after SIGKILL. Ignoring.,,0,1,1,1
train,syslog,3,service,"systemd: nvidia-fabricmanager.service: Control process exited, code=exited status=1",,0,1,1,1
test,syslog,3,file system,umount: umount: [path] umount(2) system call failed: Stale file handle.,https://unix.stackexchange.com/questions/433051/mount-nfs-stale-file-handle-error-cannot-umount,0,1,1,1
train,syslog,3,os,"dracut: dracut module 'busybox' will not be installed, because command 'busybox' could not be found!",,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The Mezz card 3 FRU for the server arg1 is not functioning.,,0,1,1,1
train,HPE IML,2,power,"%1 Power request denied: %2 %3 (EnclosureSerial Number %4, Bay %5)",,0,1,1,1
train,DELL LC ,3,memory,Parity memory errors detected on a memory device at location arg1 .,,0,1,1,1
train,syslog,2,os,abrt-dump-journal-oops: Reported 3 kernel oopses to Abrt,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: nvidia_peermem: Unknown symbol nvidia_p2p_free_dma_mapping (err -22),,0,1,1,1
train,HPE IML,3,storage,Controller I/O timeout failure,,0,1,1,1
train,syslog,2,board,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: TMP504, Message: The System Board Inlet Temp sensor has detected an error with a value of 44.0 degrees Celsius.",,0,1,1,1
test,DELL LC ,2,board,"The riser board cable or interconnect is not connected, or is improperly connected.",,0,1,1,1
train,DELL LC ,3,nic,Unable to start network connection because a communication error occurred.,,0,1,1,1
test,DELL LC ,2,os,Missing kernel module arg1 . Failover condition detected.,,0,1,1,1
train,HPE IML,3,"bios, firmware, driver",HPE Persistent Memory Configuration Error:Processor %1 DIMM %2 ( SN: %3 ) failed toapply the goal configuration due to to FirmwareError Code 0x%,,0,1,1,1
train,DELL LC ,2,board,"The system board arg1 cable or interconnect is not connected, or is improperly connected.",,0,1,1,1
train,HPE IML,3,memory,"HPE Persistent Memory %1 Failure: Processor%2, DIMM %3 (SN : %4)",,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(ldlm_resour[kNUM]:[kNUM]:ldlm_resource_complain()) MGC[ip]@o2ib[eth ID]: namespace resource [0x[kNUM]LOG IDx3:[ADDR]].[ADDR] ([ID]) refcount nonzero ([NUM]) after lock cleanup; forcing cleanup.,,0,1,1,1
train,syslog,3,file system,"rpc.mountd: Caught signal 15, un-registering and exiting.",,0,1,1,1
train,syslog,2,os,abrt-dump-journal-oops: Reported 2 kernel oopses to Abrt,,0,1,1,1
train,DELL LC ,2,"voltage, current",The system board arg1 temperature is outside of range.,,0,1,1,1
train,syslog,3,nic,mmsysmon: [E] Event raised: NIC ens[eth ID] is down,,0,1,1,1
train,syslog,3,gpu,"nvidia-persistenced: Failed to query NVIDIA devices. Please ensure that the NVIDIA device [device ID]iles ([path]*) exist, and that user ([NUM]) has read and write permissions for those files.",,0,1,1,1
train,syslog,3,"bios, firmware, driver",nv-fabricmanager: failed to allocate handle (client) to NVIDIA GPU driver,,0,1,1,1
test,syslog,3,file system,kernel: XFS (md[NUM]:) xfs_do_force_shutdown([NUM]x2) called from line [kNUM] of file fs[path] Return address = [kNUM],,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A bus fatal error was detected on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1
train,syslog,3,service,journal: Failed connect to PipeWire: No node factory discovered,,0,1,1,1
train,syslog,3,storage,kernel: mpt3sas_cm1: SAS host is non-operational !!!!,https://forums.unraid.net/topic/111058-sas-host-is-non-operational/,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(file.c:218:ll_close_inode_openhandle()) lsr[kNUM]lilmv-[ID]: inode [0x[kNUM]:0xLOG IDx0] mdc close failed: rc = -5,,0,1,1,1
test,syslog,3,file system,kernel: LustreError: LOG ID:(vvp_io.c:[kNUM]:vvp_io_init()) lsr05: refresh file layout [0x[kNUM]:0x[kNUM]:[ADDR]] error -5.,,0,1,1,1
train,HPE IML,3,memory,Uncorrectable memory error threshold exceeded,,0,1,1,1
train,DELL LC ,3,"bmc, management module",Unable to perform the operation due to an unknown error in iDRAC.,,0,1,1,1
train,DELL LC ,3,board,The Inlet Temp Sensor is not responding or is not working properly. The status of Sensor health is critical.,,0,1,1,1
test,syslog,3,switch,kernel: nvidia-nvswitch1: Failed to initialize device : -19,,0,1,1,1
train,syslog,3,file system,mmfs: [E] Command: err 46: tsremount gpfs.sr06,,0,1,1,1
train,HPE IML,3,"bus, io module, pci",Uncorrectable PCI Express Error Detected. Slot 8 (Segment 0x0. Bus 0x88. Device 0x0. Function 0x0). Uncorrectable Error Status: 0x4000,,0,1,1,1
train,DELL LC ,2,os,Operating System/Hypervisor Installation did not complete successfully.,,0,1,1,1
train,HPE IML,2,board,"External chassis overheating (Chassis %1,Temperature Sensor %2, Location %3,Temperature %4)",,0,1,1,1
train,DELL LC ,2,"voltage, current",CPU arg1 arg2 voltage is greater than the upper critical threshold.,,0,1,1,1
train,syslog,3,service,systemd: nvidia-persistenced.service: Failed with result 'exit-code'.,,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 63, pid=1323, Row Remapper: New row marked for remapping, reset gpu to activate.",,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(llog.c:825:llog_process_or_fork()) MGC[ip]@o2ib[eth ID]: cannot start thread: rc = -4,,0,1,1,1
train,DELL LC ,3,storage,An unrecoverable disk media error occurred on arg1 .,,0,1,1,1
train,DELL LC ,3,"bmc, management module",The Management Module cannot communicate with the arg1 control panel because of internal issues.,,0,1,1,1
train,syslog,3,file system,kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_rejected()) [ip]@o2ib rejected: o2iblnd fatal error,,0,1,1,1
test,syslog,3,os,"dracut: dracut module 'cifs' will not be installed, because command 'mount.cifs' could not be found!",,0,1,1,1
train,syslog,3,service,systemd: nvidia-fabricmanager.service: Failed with result 'timeout'.,,0,1,1,1
train,DELL LC ,3,nic,Unable to establish a network connection with the target device.,,0,1,1,1
train,DELL LC ,3,storage,Hard drive not detected in the Management Module at slot arg1 .,,0,1,1,1
train,syslog,3,"bios, firmware, driver","kernel: LNetError: LOG ID:(api-ni.c:[kNUM]:lnet_startup_lndnet()) Can't load LND o2ib, module ko2iblnd, rc=256",https://github.com/Seagate/cortx-motr/issues/17,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",An I/O channel check error was detected.,,0,1,1,1
train,DELL LC ,2,"bus, io module, pci",System fault event has occurred in the IO Module in slot arg1 .,,0,1,1,1
test,DELL LC ,2,power,Server arg1 was shutdown due to insufficient power.,,0,1,1,1
train,HPE IML,2,board,"Critical temperature threshold exceeded(Temperature Sensor %1, Location %2,Temperature %3C %4)",,0,1,1,1
train,DELL LC ,3,memory,The Non-Volatile Dual In-Line Memory Module (NVDIMM) in the memory slot arg1 has encountered a transient fatal failure during the previous boot.,,0,1,1,1
train,syslog,3,file system,auditd: Audit daemon no space left on logging partition,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",One or more PCI System errors (SERR) have occurred.,,0,1,1,1
test,syslog,3,nic,collectl: Error 'Broken pipe' writing to socket,,0,1,1,1
train,DELL LC ,2,cpu,The UPI topology of the server is degraded.,,0,1,1,1
train,syslog,3,storage,kernel: ata[kNUM]: failed to read native max address (err_mask=[ADDR]),https://forums.opensuse.org/t/failed-to-read-native-max-adress-err-mask-0x4-during-boot/20585,0,1,1,1
test,DELL LC ,3,"bmc, management module",Internal Error (IErr) has occurred in the Management Module at slot arg1 .,,0,1,1,1
train,HPE IML,3,memory,"NVDIMM Error: Processor %1, DIMM %2.NVDIMM is configured for a different processortype. All NVDIMMs on Processor %3 aredisabled",,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(ldlm_resour[kNUM]:[kNUM]:ldlm_resource_complain()) lscr21-OST[kNUM]osc-[ID]: namespace resource [[ADDR]LOG IDx[kNUM]:[ADDR]].[ADDR] ([ID]) refcount nonzero ([NUM]) after lock cleanup; forcing cleanup.,,0,1,1,1
test,syslog,3,file system,mmfs: [E] The node number [NODE NUM] is not defined in the node list,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",Unable to turn on the server because an NDC or Mezzanine card is incompatible with the I/O Module or PCIe subsystem.,,0,1,1,1
train,syslog,2,power,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: RDU0012, Message: Power supply redundancy is lost.",,0,1,1,1
train,DELL LC ,3,storage,"Hard Drive arg1 - S/N arg2 , self test did not complete.",,0,1,1,1
train,syslog,3,file system,mmsysmon: [E] Event raised: IBM Spectrum Scale port [NUM] is not active.,,0,1,1,1
train,HPE IML,3,storage,Slot X Drive Array: Write-Back Cache backuppreviously failed,,0,1,1,1
test,syslog,3,service,systemd: multipathd.socket: Failed with result 'trigger-limit-hit'.,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: [kNUM]: MGC[ip]@o2ib: connection MGS (at [ip]@o2ib) was lost; in progress operations using this service will fail,,0,1,1,1
train,syslog,3,file system,"mmfs: [X] File System gpfs.sr06 unmounted by the system with return code 16, reason 1546663165, at line 1132 in [path]",,0,1,1,1
test,syslog,3,"bios, firmware, driver",kernel: pcieport [NUM]:8a:[kNUM]: can't change power state from D0 to D3hot (config space inaccessible),https://forums.developer.nvidia.com/t/bug-cant-change-power-state-from-d3cold-to-d0-config-space-inaccessible-stuck-at-boot/112912/3,0,1,1,1
train,syslog,3,"bios, firmware, driver",nv-fabricmanager: failed to establish control connection all the local fabric managers,,0,1,1,1
train,HPE IML,3,storage,Slot X Drive Array: Cache Module Self-Test erroroccurred,,0,1,1,1
test,syslog,3,"bios, firmware, driver","openib[eth ID]: Module mlx5_ib belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1
train,syslog,3,file system,kernel: LNetError: LOG ID:(lib-move.c:[kNUM]:lnet_handle_find_routed_path()) no route to [ip]@o2ib[eth ID] from <?>,,0,1,1,1
train,DELL LC ,3,storage,Patrol Read found an uncorrectable media error on arg1 .,,0,1,1,1
train,syslog,3,"resource management, scheduler",kernel: [PID](lmp) over core_pipe_limit,,0,1,1,1
train,syslog,3,storage,kernel: mpt3sas_cm0: SAS host is non-operational !!!!,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(file.c:[kNUM]:ll_inode_revalidate_fini()) lsr05: revalidate FID [0x[kNUM]:0x[kNUM]:[ADDR]] error: rc = -5,,0,1,1,1
train,syslog,3,os,kernel: pci [pci id] BAR [NUM]: failed to assign [mem size 0x[kNUM] pref],,0,1,1,1
train,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is unable to save the data during the previous system shutdown operation or power loss.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A fatal IO error detected on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1
test,syslog,3,service,nm-dispatcher: exiting but there are still 1 requests pending,,0,1,1,1
test,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp exception (GPC 0, TPC 0, SM [NUM]:) Misaligned Address",,0,1,1,1
train,DELL LC ,2,fan,Fan arg1 RPM is outside of range.,,0,1,1,1
train,syslog,3,service,systemd: Failed to start Network Manager.,,0,1,1,1
train,syslog,3,file system,mmfs: [E] Unable to contact any quorum nodes during cluster probe.,,0,1,1,1
train,HPE IML,3,storage,Slot %1 Error - The UEFI driver for the devicestopped because the NVM image is newer thanexpected,,0,1,1,1
train,DELL LC ,3,memory,Multi-bit memory errors detected on a Dual In-line Memory Module (DIMM) device arg1 .,,0,1,1,1
train,syslog,3,file system,kernel: FAT-fs (sdb[NUM]:) Directory bread(block [kNUM]) failed,,0,1,1,1
test,DELL LC ,3,memory,Unable to initialize the memory because one or more errors have occurred during the NVDIMM initialization in the slot arg1 .,,0,1,1,1
train,DELL LC ,2,board,Backplane arg1 arg2 connector incorrectly connected to the motherboard SATA controller.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",Unable to turn on the server arg1 because of an inconsistency between the I/O module and mezzanine card.,,0,1,1,1
train,syslog,3,file system,pmie_check: mktemp: failed to create directory via template ??path]?? no space left on device,,0,1,1,1
train,DELL LC ,2,board,The backplane is absent.,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics Exception: ESR 0x[kNUM]=0x[kNUM] 0x[kNUM]=[ADDR] 0x[kNUM]=0x[kNUM] 0x[kNUM]=0x[kNUM]",,0,1,1,1
train,DELL LC ,3,power,"Power supply arg1 is operating at 110 volts, and could cause a circuit breaker fault.",,0,1,1,1
test,DELL LC ,2,os,The arg1 controller is stuck in boot mode.,,0,1,1,1
train,DELL LC ,3,board,Unable to complete the requested operation because of an issue in communicating with the lead chassis.,,0,1,1,1
train,DELL LC ,3,power,Chassis Management Controller is unable to turn on arg1 - arg2 because of insufficient power.,,0,1,1,1
test,syslog,3,file system,kernel: FAT-fs (sdb[NUM]:) Can't find a valid FAT filesystem,,0,1,1,1
train,HPE IML,2,storage,"%1 Storage system overheating (%2Slot %3,Temperature Sensor %4, Location %5,Temperature %6)",,0,1,1,1
test,HPE IML,3,"bios, firmware, driver",Slot %1 Smart Array: Storage enclosurefirmware problem detected: %2. %3,,0,1,1,1
train,DELL LC ,3,"voltage, current",Disk drive bay arg1 current is outside of range.,,0,1,1,1
train,DELL LC ,3,memory,The Complex Programmable Logic Device (CPLD) cannot arm for the Asynchronous DRAM Refresh (ADR) signal. It might be due to Intel Persistent Memory DIMMs failed to initialize.,,0,1,1,1
train,HPE IML,2,power,Power fault detected: M.2 riser,,0,1,1,1
train,DELL LC ,3,"bmc, management module",The Management Engine is not responding.,,0,1,1,1
train,DELL LC ,2,power,Chassis Management Controller is unable to turn on server- arg1 because the power supply redundancy is lost and Performance Over Power Redundancy feature is disabled and the power required is less than the available power.,,0,1,1,1
test,syslog,3,"bios, firmware, driver",kernel: power_meter ACPI[kNUM]:00: Ignoring unsafe software power cap!,https://access.redhat.com/solutions/3054341,0,1,1,1
train,syslog,3,service,"systemd: openib[eth ID].service: Main process exited, code=exited, status=2[path]",,0,1,1,1
train,syslog,3,gpu,kernel: nvidia [device id]: aer_uncor_severity: 0x[kNUM],,0,1,1,1
train,syslog,2,power,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: PSU101, Message: Power supply PS2 Status is not present.",,0,1,1,1
train,HPE IML,3,"bus, io module, pci",PCIe Slot Training Failure,,0,1,1,1
train,syslog,3,service,systemd: libvirtd.socket: Failed with result 'service-start-limit-hit'.,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE CE4 HUBCLIENT_HSCE0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_WRITE",,0,1,1,1
train,DELL LC ,3,"bmc, management module",The Chassis Management Controller (CMC) is unable to communicate with the PCIe switch board.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The IO Module in slot arg1 has exceeded temperature threshold.,,0,1,1,1
test,DELL LC ,3,"bus, io module, pci",IO module arg1 is removed.,,0,1,1,1
test,DELL LC ,3,battery,The storage battery is absent.,,0,1,1,1
test,DELL LC ,3,memory,Memory device at location arg1 is throttled.,,0,1,1,1
test,syslog,3,file system,kernel: LustreError: LOG ID:(mgc_request.c:[kNUM]:mgc_process_config()) MGC[ip]@o2ib[eth ID]: can't process params llog: rc = -4,,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,,0,1,1,1
train,DELL LC ,2,"voltage, current",An over current fault detected on power supply arg1 .,,0,1,1,1
train,DELL LC ,3,memory,A failing memory buffer has been detected during Scalable Memory Interconnect (SMI) initialization on memory riser arg1 .,,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:08:00): 56, pid=64268, CMDre 00000001 00000080 00000000 00000005 00000034",,0,1,1,1
train,HPE IML,2,cpu,Uncorrectable UPI error was detected onprocessor %1,,0,1,1,1
train,DELL LC ,2,os,Unable to stop all APs. The system may be unstable and should be rebooted.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: ? nvidia_exit_module+[ADDR][path] [nvidia],,0,1,1,1
train,DELL LC ,3,storage,Drive arg1 is removed from disk drive bay arg2 .,,0,1,1,1
train,DELL LC ,2,board,The system board arg1 temperature is less than the lower critical threshold.,,0,1,1,1
train,DELL LC ,3,"voltage, current",A DIMM with unsupported voltage is installed on memory slot arg1 .,,0,1,1,1
train,DELL LC ,2,nic,Temperature of NIC adapter in slot arg1 is greater than normal operating range possibly due to an issue in the cooling system or a fan that is no longer functioning correctly.,,0,1,1,1
test,syslog,3,file system,mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[0] (connection by peer). Attempting reconnect.,,0,1,1,1
test,syslog,3,switch,nv-fabricmanager: detected NVSwitch non-fatal error 19084 [path] 0 [path] pci bus id [ID]:A9:00.0 physical id [ID] port [NUM],,0,1,1,1
test,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_10 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PTE  access_TYPE_VIRT_WRITE",,0,1,1,1
train,DELL LC ,2,"bios, firmware, driver",Power management firmware initialization error.,,0,1,1,1
train,DELL LC ,3,fan,Fan redundancy is lost.,,0,1,1,1
train,HPE IML,3,storage,Non-Volatile Memory corruption detected,,0,1,1,1
train,DELL LC ,2,fan,The arg1 sensor has failed with a value of arg2 RPM.,,0,1,1,1
train,DELL LC ,3,power,Power supply unit arg1 rating exceeds the system power distribution limits.,,0,1,1,1
train,DELL LC ,2,board,The system inlet temperature is less than the lower critical threshold.,,0,1,1,1
train,syslog,3,storage,"Server_Administrator: [NUM] - Storage Service Severity: Critical, Category: Storage, MessageID: ENC23, Message: has - Issue with PHY Slot 1.",,0,1,1,1
test,syslog,3,switch,"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 20034, Fatal, Link 25 LTSSM Fault Up",,0,1,1,1
train,HPE IML,2,power,"%1 Inadequate power to power on: %2(Enclosure Serial Number %3, Bay %4)",,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.,,0,1,1,1
train,syslog,3,file system,"mmfs: [E] Killing connection [ip], err 120",,0,1,1,1
train,DELL LC ,3,memory,The system memory has faced an uncorrectable multi-bit memory errors in the non-execution path of a memory device at the location arg1 .,,0,1,1,1
train,syslog,3,service,systemd: libvirtd.service: Failed with result 'exit-code'.,,0,1,1,1
train,syslog,3,storage,"mmfs: Error=MMFS_DISKFAIL, ID=[ID], Tag=[ID]: Disk failure. Volume gpfs.sr06. rc = 5. Physical volume DATANSD31",,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[0] (Broken pipe). Attempting reconnect.,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp Exception (GPC 0, TPC 0, SM [NUM]:) MMU NACK Errors",,0,1,1,1
test,syslog,3,"bios, firmware, driver",kernel: nvidia: module license 'NVIDIA' taints kernel.,https://forums.developer.nvidia.com/t/failing-to-load-nvidia-driver/221166,0,1,1,1
train,syslog,2,os,kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [cu[kNUM]vtHandlr:[NUM],,0,1,1,1
test,syslog,3,file system,mmsysmon: [E] Event raised: Physical link of the NIC eno[eth ID] is down,,0,1,1,1
train,DELL LC ,3,board,One or more graphics processing unit (GPU) adapters are not operating correctly because the power cables between the GPU adapters and motherboard are not correctly connected.,,0,1,1,1
train,DELL LC ,3,memory,UEFI: Memory error detected. :OR: LEGACY: Memory - integrity test discrepancy.,,0,1,1,1
train,HPE IML,3,storage,Slot %1 Error - The UEFI driver for the devicedetected a newer version of the NVM image thanexpected.,,0,1,1,1
train,DELL LC ,2,power,Power required by the system exceeds the power supplied by the Power Supply Units (PSUs).,,0,1,1,1
train,syslog,3,file system,"kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_conns()) Timed out RDMA with [ip]@o2ib[eth ID] ([NUM]:) c: 3, oc: 0, rc: 8",https://jira.whamcloud.com/browse/LU-14987,0,1,1,1
train,DELL LC ,2,board,System board - CMOS battery failure detected.,,0,1,1,1
train,syslog,3,file system,rpc.statd: Failed to insert: writing [path][ip]: no space left on device,,0,1,1,1
train,syslog,3,storage,kernel: megaraid_sas [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy bad for slot 1,,0,1,1,1
train,HPE IML,3,nic,iSCSI link/session is down,,0,1,1,1
train,HPE IML,3,"setting, config",NVDIMM Error: Unsupported NVDIMM-Nconfiguration detected,,0,1,1,1
test,DELL LC ,2,power,Unable to turn on the server because of current power settings in the chassis.,,0,1,1,1
test,syslog,3,file system,kernel: XFS (md[NUM]:) Please unmount the filesystem and rectify the problem(s),,0,1,1,1
train,DELL LC ,3,power,The power supplies are not redundant. Insufficient resources to maintain normal operations.,,0,1,1,1
train,HPE IML,3,storage,Drive array reports incorrect drive replacement,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",,0,1,1,1
train,DELL LC ,2,power,Unable to turn on the server because the power supplied by the Chassis Manager is insufficient.,,0,1,1,1
test,syslog,3,file system,kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_cm_callback()) [ip]@o2ib DISCONNECTED,,0,1,1,1
