train/test,log type,severity,class,text,Reference,label_4class,label_node,label_job,label_total,masked_text
train,syslog,3,file system,kernel: LustreError: LOG ID:(obd_config.c:559:class_setup()) setup MGC[ip]@o2ib failed (-2),,0,1,1,1,obd config c 559 class setup setup mgc ADDR o2ib
train,syslog,3,os,"dracut: dracut module 'btrfs' will not be installed, because command 'btrfs' could not be found!",https://bugzilla.redhat.com/show_bug.cgi?id=1961935,0,1,1,1,btrfs will installed command btrfs could found
train,DELL LC ,3,storage,Hard Drive - Not installed.,,0,1,1,1,hard installed
train,HPE IML,3,"bus, io module, pci",Unsupported PCIe Card Configuration. The PCIedevice installed in Slot %1 is not supported in thecurrent location.,,0,1,1,1,pciedevice installed supported thecurrent
test,DELL LC ,3,"bmc, management module",The CMC/MM is unable to turn on the I/O module arg1 .,,0,1,1,1,mm turn i o ARG
test,DELL LC ,2,battery,The system board battery is absent.,,0,1,1,1,__EMPTY_MASKED__
train,DELL LC ,3,"voltage, current",An error occurred during Voltage Regulator (VR) initialization on memory riser arg1 .,,0,1,1,1,an during regulator vr riser ARG
train,HPE IML,3,storage,Drive array controller error,,0,1,1,1,__EMPTY_MASKED__
train,DELL LC ,2,"bmc, management module",The Management Module at slot arg1 has detected thermal issues.,,0,1,1,1,ARG issues
train,HPE IML,3,storage,Drive failure,,0,1,1,1,__EMPTY_MASKED__
train,DELL LC ,2,power,Soft power control failure detected on power unit arg1 .,,0,1,1,1,soft control ARG
train,syslog,3,file system,kernel: LustreError: [kNUM]: MGC[ip]@o2ib[eth ID]: connection MGS (at [ip]@o2ib[eth ID]) was lost; in progress operations using this service will fail,,0,1,1,1,NUM mgc ADDR o2ib NETIF mgs ADDR o2ib NETIF lost progress operations using this will fail
test,HPE IML,3,storage,Slot X Drive Array: Cache Module critical error,,0,1,1,1,x
train,DELL LC ,3,nic,Unable to Send the Test Trap because the Entered Destination Address is Invalid or Not Reachable.,,0,1,1,1,send test trap destination address invalid reachable
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module ib_ipoib does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1,openib NETIF ib ipoib does exist 60g 31mfailed 0
train,syslog,3,storage,"kernel: nvme nvme0: I/O 5 QID [ID] timeout, completion",,0,1,1,1,nvme nvme0 i o 5 qid ID timeout completion
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE HOST2 HUBCLIENT_ESC faulted @ [ADDR]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",,0,1,1,1,ID 31 NUM NUM intr NUM mmu host2 hubclient esc faulted ADDR NUM pde access virt read
train,syslog,3,storage,"kernel: blk_update_request: critical target error, dev nvme1n1, sector [NUM] op [ADDR]:(READ) flags [ADDR] phys_seg [NUM] prio class 0",,0,1,1,1,blk update request target dev nvme1n1 sector NUM op ADDR read flags ADDR phys seg NUM prio class 0
test,DELL LC ,3,memory,The data in the Persistent Memory DIMM located in memory slot arg1 is not accessible because the DIMM is locked and the passphrase is incorrect.,,0,1,1,1,data located ARG accessible locked and passphrase incorrect
test,HPE IML,3,storage,RAID level invalid,,0,1,1,1,raid level invalid
train,syslog,3,file system,kernel: XFS (md[NUM]:) log mount[path] failed: error -5,,0,1,1,1,xfs md NUM PATH 5
train,DELL LC ,3,"bmc, management module",The Management Engine experienced a HECI error: arg1 .,,0,1,1,1,experienced heci ARG
train,DELL LC ,2,cpu,Unrecoverable CPU complex error detected on CPU arg1 .,,0,1,1,1,unrecoverable complex ARG
test,syslog,3,service,systemd: gpfs.service: Killing [PID] (runmmfs) with signal SIGKILL.,,0,1,1,1,gpfs killing runmmfs signal sigkill
test,DELL LC ,2,battery,The coin cell battery in CMC arg1 is not working.,,0,1,1,1,ARG working
test,DELL LC ,3,nic,Unable to access server: arg1 because both IPv4 and IPv6 are disabled. NIC Enabled = arg2 .,,0,1,1,1,access ARG both ipv4 and ipv6 disabled enabled ARG
test,syslog,3,switch,nv-fabricmanager: NVSwitch failure detected and degraded mode configuration to abort Fabric Manager,,0,1,1,1,fabricmanager and degraded mode abort fabric manager
train,syslog,3,file system,"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 2 Failure reason failed for gpfs.sr06 after daemon",,0,1,1,1,phoenix ID tag ID reason reason for gpfs sr06 after daemon
train,DELL LC ,3,"bmc, management module",The Chassis Controller/Management Module is not responding or is not inserted properly. The status of Chassis Controller/Management Module is critical.,,0,1,1,1,inserted properly
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 13, pid=1238, Graphics SM Warp Exception on (GPC 1, TPC 2): Misaligned Address",,0,1,1,1,13 1238 warp gpc tpc misaligned address
train,syslog,3,service,gdrcopy: libkmod: kmod_module_get_holders: could not open '[path]': No such file or directory,,0,1,1,1,libkmod kmod get holders could PATH
test,DELL LC ,2,board,The system inlet temperature is outside of range.,,0,1,1,1,inlet
test,DELL LC ,3,storage,Drive mismatch detected for drive arg1 in disk drive bay arg2 .,,0,1,1,1,mismatch for ARG disk bay ARG
train,HPE IML,3,cpu,Unsupported processor detected,,0,1,1,1,__EMPTY_MASKED__
train,syslog,3,file system,kernel: LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_startup()) ko2iblnd: Can't initialize device: rc = -19,,0,1,1,1,lneterror o2iblnd c NUM kiblnd startup ko2iblnd can t initialize rc 19
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:0a:00): 32, Channel ID 00000050 intr 00040000",,0,1,1,1,0a 32 channel 00000050 intr 00040000
train,DELL LC ,2,power,Power lost on power unit arg1 .,,0,1,1,1,lost ARG
train,DELL LC ,3,storage,"Hard Drive arg1 - S/N arg2 , incorrect status = arg3 \n arg4 .",,0,1,1,1,hard ARG s n ARG incorrect ARG n ARG
train,DELL LC ,2,storage,No bootable devices.,,0,1,1,1,bootable devices
train,HPE IML,2,power,Power fault detected: Mezzanine X,,0,1,1,1,mezzanine x
train,DELL LC ,3,memory,Memory interconnect degraded.,,0,1,1,1,interconnect degraded
train,DELL LC ,2,"voltage, current",The arg1 voltage is greater than the upper critical threshold.,,0,1,1,1,ARG greater upper
train,syslog,2,"voltage, current",Server_Administrator: [NUM] - Instrumentation Voltage sensor value unknown #012Sensor location: PS1 Voltage 1 #012Chassis location: Main System Chassis #012Previous state was: OK (Normal) #012Voltage sensor value (in Volts): 0.000,,0,1,1,1,administrator NUM instrumentation value unknown 012sensor ps1 012chassis main 012previous state ok normal 012voltage value volts 0 000
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:01:00 GPU-I:05): 94, pid=7194, Contained: CE User Channel (0x9). RST: No, D-RST: No",,0,1,1,1,01 i 05 94 7194 contained ce user channel 0x9 rst d rst
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 94, pid=[PIDNUM], Contained: SM ([NUM]x1). RST: No, D-RST: No",,0,1,1,1,ID 94 NUM contained NUM x1 rst d rst
test,HPE IML,3,storage,Smart array drive(s) failed,,0,1,1,1,s
train,HPE IML,3,"bus, io module, pci","Uncorrectable PCI Express Error Detected.NVMe Box %1 Bay %2 (Segment 0x%3, Bus0x%4, Device 0x%5, Function 0x%6).Uncorrectable Error Status: 0x%7",,0,1,1,1,uncorrectable express nvme box bay segment bus0x 4 5 function 6 uncorrectable 7
train,DELL LC ,2,battery,The arg1 battery has reached the end of its life.,,0,1,1,1,ARG reached end its life
train,DELL LC ,3,nic,Unable to execute the command because the target device IP is not reachable: arg1 .,,0,1,1,1,execute command target ip reachable ARG
test,HPE IML,3,"bus, io module, pci","Uncorrectable PCI Express Error Detected. [UNKNOWN] 0 (Segment 0x0. Bus 0x83. Device 0x0. Function 0x0).  Uncorrectable Error Status: 0x0,",,0,1,1,1,uncorrectable express unknown 0 segment 0x0 0x83 0x0 function 0x0 uncorrectable 0x0
test,syslog,3,service,systemd: Failed to start General Parallel File System SDR Daemon.,,0,1,1,1,general parallel sdr daemon
train,HPE IML,2,power,System Power Supply: General Failure (Power Supply 6),,0,1,1,1,general 6
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module mlx5_core belong to kernel-core which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1,openib NETIF mlx5 belong which part mlnx ofed 60g 31mfailed 0
train,DELL LC ,2,"voltage, current",The arg1 sensor detected an error with a value of arg2 Volts.,,0,1,1,1,ARG an value ARG volts
test,syslog,3,service,"kernel: lockd: failed to reclaim lock for [PID] (errno -37, status 4)",,0,1,1,1,lockd reclaim lock for errno 37 4
train,syslog,3,file system,kernel: XFS (md[NUM]:) Invalid block length ([NUM]x0) for buffer,,0,1,1,1,xfs md NUM invalid length NUM x0 for buffer
train,syslog,3,switch,"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 20034, Severity 0 Engine instance 24 Sub-engine instance 00",,0,1,1,1,ID 20034 severity 0 instance 24 sub instance
train,syslog,3,file system,mmsysmon: [E] Event raised: IB RDMA NIC mlx5_0[path] was not recognized,,0,1,1,1,event ib rdma mlx5 0 PATH recognized
train,DELL LC ,3,board,Unable to turn on the server because the chassis infrastructure not ready.,,0,1,1,1,turn infrastructure ready
train,DELL LC ,3,"bus, io module, pci",One or more PCI Parity errors (PERR) have occurred.,,0,1,1,1,one more parity errors perr have
train,DELL LC ,2,"bmc, management module",The system is halted because there is no response from the Management Module in return to a request for supplying extra power.,,0,1,1,1,halted there response from return request for supplying extra
train,syslog,3,file system,mmfs: [E] Deleted node [ip] ([agpu NODE ID]) is still up.,,0,1,1,1,deleted ADDR agpu still up
train,syslog,2,os,abrt-dump-journal-oops: abrt-dump-journal-oops: Found oopses: 1,https://www.mankier.com/1/abrt-dump-journal-oops,0,1,1,1,journal journal found oopses
train,syslog,3,os,kernel: Expanded resource Reserved due to conflict with PCI Bus [kNUM]:00,,0,1,1,1,expanded resource reserved due conflict NUM
train,DELL LC ,3,memory,Cannot allocate memory.,,0,1,1,1,allocate
train,DELL LC ,2,cpu,CPU arg1 failed to initialize.,,0,1,1,1,ARG initialize
train,syslog,3,"bios, firmware, driver",kernel: nvidia_peermem: Unknown symbol ib_unregister_peer_memory_client (err 0),https://forums.developer.nvidia.com/t/rivermax-gpudirect/228633,0,1,1,1,peermem unknown symbol ib unregister peer client err 0
train,syslog,3,service,systemd: nvidia-persistenced.service: Killing process ([NUM]) (nvidia-persiste) with signal SIGKILL.,,0,1,1,1,killing NUM persiste signal sigkill
test,syslog,3,file system,"mmfs: [E] Timeout executing cmdexec compatible pipeOpen command ""[path]"" args ""mmksh -c [path] [path] 2>[path] "" with delay 104.857500 secs, num read status 20",,0,1,1,1,timeout executing cmdexec compatible pipeopen command PATH args mmksh c PATH PATH PATH delay 104 857500 secs read 20
train,DELL LC ,3,"voltage, current",The mezzanine card arg1 arg2 voltage is less than the lower critical threshold.,,0,1,1,1,mezzanine ARG ARG
train,DELL LC ,3,"bus, io module, pci",A bus time-out was detected on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1,time out ARG ARG function ARG
train,HPE IML,3,memory,NVDIMM arming error,,0,1,1,1,arming
test,DELL LC ,2,board,The control panel temperature is greater than the upper critical threshold.,,0,1,1,1,control panel greater upper
train,DELL LC ,3,"voltage, current",The memory module arg1 arg2 voltage is outside of range.,,0,1,1,1,ARG ARG
train,HPE IML,2,power,The Battery Backup Unit in Power Supply bay%1 is discharging,,0,1,1,1,backup bay discharging
train,DELL LC ,2,"bios, firmware, driver",The BIOS Recovery process failed consecutively for three times because of unknown issues.,,0,1,1,1,recovery consecutively for three times unknown issues
train,DELL LC ,2,power,PSU arg1 exceeded upper temperature threshold and has been turned off.,,0,1,1,1,psu ARG exceeded upper and been turned off
train,DELL LC ,2,board,The system is automatically turned off because of insufficient cooling.,,0,1,1,1,automatically turned off cooling
train,DELL LC ,3,memory,Intel SMI 2 Memory interconnect arg1 has a non-recoverable issue.,,0,1,1,1,intel smi interconnect ARG non recoverable issue
test,syslog,3,service,gdrcopy: modinfo: ERROR: Module gdrdrv not found.,,0,1,1,1,modinfo gdrdrv found
train,syslog,3,file system,kernel: XFS (md[NUM]:) last sector read failed,,0,1,1,1,xfs md NUM last sector read
train,syslog,3,gpu,kernel: NVRM: The NVIDIA GPU [device id]#012NVRM: (PCI ID: [kNUM]:[kNUM]) installed in this system has#012NVRM: fallen off the bus and is not responding to commands.,,0,1,1,1,ID 012nvrm NUM NUM installed this 012nvrm fallen off and commands
test,syslog,3,service,systemd: nvidia-fabricmanager.service: State 'stop-sigterm' timed out. Killing.,,0,1,1,1,fabricmanager state stop sigterm timed out killing
train,syslog,3,"bios, firmware, driver",kernel: mlx_compat: loading out-of-tree module taints kernel.,,0,1,1,1,mlx compat loading out tree taints
train,HPE IML,2,board,Server Critical Fault (Service Information: Fault Type Unknown. Riser Card Assembly. Riser Boards Temp (02h)),,0,1,1,1,information unknown riser assembly riser boards temp 02h
train,HPE IML,3,power,Unsupported power supply detected,,0,1,1,1,__EMPTY_MASKED__
train,DELL LC ,3,"bus, io module, pci",A bus uncorrectable error was detected on a component at slot arg1 .,,0,1,1,1,uncorrectable ARG
train,syslog,3,file system,kernel: LustreError: LOG ID:(ldlm_resour[kNUM]:[kNUM]:ldlm_resource_complain()) lsr07-MDT[kNUM]mdc-[ID]: namespace resource [[ADDR]LOG IDx1:[ADDR]].[ADDR] ([ID]) refcount nonzero ([NUM]) after lock cleanup; forcing cleanup.,,0,1,1,1,ldlm resour NUM NUM ldlm resource complain lsr07 mdt NUM mdc ID namespace resource ADDR idx1 ADDR ADDR ID refcount nonzero NUM after lock cleanup forcing cleanup
train,HPE IML,3,memory,NVDIMMs have been removed from Processor%1. All NVDIMMs on Processor %2 have beendisabled,,0,1,1,1,nvdimms have been from all nvdimms have beendisabled
train,HPE IML,2,power,Mismatched power supply,,0,1,1,1,mismatched
train,syslog,3,file system,"kernel: LustreError: LOG ID:(osc_quota.c:309:osc_quotactl()) ptlrpc_queue_wait failed, rc: -5",,0,1,1,1,osc quota c 309 osc quotactl ptlrpc queue wait rc 5
train,syslog,3,"bios, firmware, driver",kernel: nvidia_peermem: Unknown symbol nvidia_p2p_dma_unmap_pages (err -22),,0,1,1,1,peermem unknown symbol p2p dma unmap pages err 22
test,DELL LC ,3,"bmc, management module",The Chassis Management Controller (CMC) is unable to communicate with the PCIe subsystem.,,0,1,1,1,subsystem
train,syslog,3,storage,"smartd: Device: [path], Critical Warning ([ADDR]): VolMemBackup",,0,1,1,1,smartd PATH warning ADDR volmembackup
test,DELL LC ,2,memory,Memory device at location arg1 is overheating.,,0,1,1,1,ARG overheating
test,HPE IML,3,memory,"NVDIMM error: Processor %1, DIMM %2(SN:%3-%4-%5-%6)",,0,1,1,1,sn 4 5 6
train,syslog,3,file system,mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]> (Node failed). Attempting reconnect.,,0,1,1,1,ADDR sth NETIF attempting
train,syslog,3,file system,kernel: LustreError: LOG ID:(lmv_o[kNUM]:[kNUM]:lmv_statfs()) lsr05-MDT[kNUM]mdc-[ID]: can't stat MDS #0: rc = -5,,0,1,1,1,lmv o NUM NUM lmv statfs lsr05 mdt NUM mdc ID can t stat mds 0 rc 5
train,DELL LC ,3,board,Unable to complete the operation because of an issue with the I/O panel cable.,,0,1,1,1,complete operation an issue i o panel
train,syslog,3,"setting, config",kernel: device [device ID]ns[eth ID] entered promiscuous mode,https://m.blog.naver.com/PostView.naver?isHttpsRedirect=true&blogId=geeksblog&logNo=20028102231,0,1,1,1,ID NETIF promiscuous mode
train,syslog,3,storage,kernel: buffer_io_error: [NUM] callbacks suppressed,,0,1,1,1,buffer NUM callbacks suppressed
test,HPE IML,3,memory,"NVDIMM Error: Processor %1, DIMM %2.NVDIMM set for interleaving enabled but systemconfigured for interleaving disabled. NVDIMMhas been disabled.",,0,1,1,1,set for interleaving enabled but systemconfigured for interleaving disabled nvdimmhas been disabled
train,syslog,3,file system,"mmfs: [E] sdrServ: Communication [path] 132 (<none>)[path], [err 11] Resource temporarily unavailable",,0,1,1,1,sdrserv communication PATH 132 none PATH err 11 resource temporarily unavailable
train,DELL LC ,2,cpu,CPU arg1 is disabled.,,0,1,1,1,ARG disabled
test,DELL LC ,3,memory,Unable to allocate memory.,,0,1,1,1,allocate
train,syslog,3,"bios, firmware, driver",root: nv_peer_mem: Error: the following required module is not loaded: ib_core,,0,1,1,1,root peer following required loaded ib
train,syslog,3,switch,"kernel: nvidia-nvswitch1: SXid (PCI:[device id]): 26004, Timed out while waiting for SOE command completion",,0,1,1,1,nvswitch1 ID 26004 timed out while waiting for command completion
train,DELL LC ,2,"voltage, current",The arg1 sensor has failed with a value arg2 Volts.,,0,1,1,1,ARG value ARG volts
train,syslog,3,service,systemd: Failed to start General Parallel File System CCR Monitor.,,0,1,1,1,general parallel ccr monitor
train,syslog,3,"bus, io module, pci",kernel: pcieport [NUM]:c5:[kNUM]: BAR [NUM]: failed to assign [io size 0x[kNUM]],,0,1,1,1,pcieport NUM c5 NUM NUM assign NUM
