text,class,train/test,top_attention_words,masked_text_attention
nv-fabricmanager: NVSwitch port connected to GPU index [IDX] pci bus id [ID][device id] experienced an NVLink fatal error and requires port reset to recover. All the running CUDA jobs [path] GPU will be affected.#012Resetting the specified GPU may clear the issue. Please refer to your system user [USER ID] for GPU reset instructions.,switch,train,"['nv-fabricmanager:', 'pci', 'NVSwitch', 'recover.', 'port']",connected to GPU index [IDX] bus id [ID][device id] experienced an NVLink fatal error and requires reset to All the running CUDA jobs [path] GPU will be affected.#012Resetting the specified GPU may clear the issue. Please refer to your system user [USER ID] for GPU reset instructions.
"Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: A bus fatal error was detected [path] component at slot 21. Date and time of event: Sun Oct 9 23:49:51 2022.","bus, io module, pci",train,"['bus', 'component', 'process']","Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to the event: A fatal error was detected [path] at slot 21. Date and time of event: Sun Oct 9 23:49:51 2022."
System level current is greater than the upper critical threshold.,"voltage, current",test,['current'],System level is greater than the upper critical threshold.
Server Platform Services Firmware in RecoveryMode. System Halted.,"bios, firmware, driver",test,['Services'],Server Platform Firmware in RecoveryMode. System Halted.
kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:osc_init_grant()) lsr05-OST[kNUM]osc-[ID]: granted [kNUM] but already consumed [kNUM],file system,train,['LustreError:'],kernel: LOG ID:(osc_request.c:[kNUM]:osc_init_grant()) lsr05-OST[kNUM]osc-[ID]: granted [kNUM] but already consumed [kNUM]
kernel: bad_page.col[kNUM]+[ADDR][path],memory,train,['kernel:'],bad_page.col[kNUM]+[ADDR][path]
A DIMM with an incompatible number of ranks is installed on memory slot: arg1 .,memory,train,"['memory', 'DIMM']",A with an incompatible number of ranks is installed on slot: arg1 .
mmsysmon: [E] Event raised: The filesystem gpfs.sr06 was forced (forced) to unmount,file system,train,"['Event', 'filesystem']",mmsysmon: [E] raised: The gpfs.sr06 was forced (forced) to unmount
Memory resource allocation failure.,memory,train,['Memory'],resource allocation failure.
"Unable to access server: arg1 , because the NIC is disabled on the identified server.",nic,train,"['NIC', 'server:']","Unable to access arg1 , because the is disabled on the identified server."
CPU arg1 machine check error detected.,cpu,test,['CPU'],arg1 machine check error detected.
Unable to process the power-on request because of an internal error.,power,train,"['error.', 'Unable']",to process the power-on request because of an internal
The Chassis Manager is unable to obtain valid power allocation values because of an internal error.,power,train,['power'],The Chassis Manager is unable to obtain valid allocation values because of an internal error.
Server failed to power up due to noncontinuous power action.,power,test,['Server'],failed to power up due to noncontinuous power action.
DIMM failure - Uncorrectable memory error - %1%2 Dimm %3.,memory,train,['failure'],DIMM - Uncorrectable memory error - %1%2 Dimm %3.
kernel: LustreError: LOG ID:(obd_config.c:559:class_setup()) setup MGC[ip]@o2ib failed (-2),file system,train,['LustreError:'],kernel: LOG ID:(obd_config.c:559:class_setup()) setup MGC[ip]@o2ib failed (-2)
"dracut: dracut module 'btrfs' will not be installed, because command 'btrfs' could not be found!",os,train,"['dracut:', 'command']","dracut module 'btrfs' will not be installed, because 'btrfs' could not be found!"
Hard Drive - Not installed.,storage,train,['Drive'],Hard - Not installed.
Unsupported PCIe Card Configuration. The PCIedevice installed in Slot %1 is not supported in thecurrent location.,"bus, io module, pci",train,"['Card', 'Configuration.']",Unsupported PCIe The PCIedevice installed in Slot %1 is not supported in thecurrent location.
The CMC/MM is unable to turn on the I/O module arg1 .,"bmc, management module",test,['module'],The CMC/MM is unable to turn on the I/O arg1 .
The system board battery is absent.,battery,test,['battery'],The system board is absent.
An error occurred during Voltage Regulator (VR) initialization on memory riser arg1 .,"voltage, current",train,['Voltage'],An error occurred during Regulator (VR) initialization on memory riser arg1 .
Drive array controller error,storage,train,['Drive'],array controller error
The Management Module at slot arg1 has detected thermal issues.,"bmc, management module",train,['Management'],The Module at slot arg1 has detected thermal issues.
Drive failure,storage,train,['Drive'],failure
Soft power control failure detected on power unit arg1 .,power,train,['power'],Soft control failure detected on unit arg1 .
kernel: LustreError: [kNUM]: MGC[ip]@o2ib[eth ID]: connection MGS (at [ip]@o2ib[eth ID]) was lost; in progress operations using this service will fail,file system,train,"['LustreError:', 'kernel:']",[kNUM]: MGC[ip]@o2ib[eth ID]: connection MGS (at [ip]@o2ib[eth ID]) was lost; in progress operations using this service will fail
Slot X Drive Array: Cache Module critical error,storage,test,['X'],Slot Drive Array: Cache Module critical error
Unable to Send the Test Trap because the Entered Destination Address is Invalid or Not Reachable.,nic,train,"['Send', 'Test']",Unable to the Trap because the Entered Destination Address is Invalid or Not Reachable.
"openib[eth ID]: Module ib_ipoib does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",train,['Module'],"openib[eth ID]: ib_ipoib does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
"kernel: nvme nvme0: I/O 5 QID [ID] timeout, completion",storage,train,['kernel:'],"nvme nvme0: I/O 5 QID [ID] timeout, completion"
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE HOST2 HUBCLIENT_ESC faulted @ [ADDR]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",gpu,train,"['kernel:', 'NVRM:', 'id]):']","Xid (PCI:[device 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE HOST2 HUBCLIENT_ESC faulted @ [ADDR]_[kNUM] Fault is of type FAULT_PDE access_TYPE_VIRT_READ"
"kernel: blk_update_request: critical target error, dev nvme1n1, sector [NUM] op [ADDR]:(READ) flags [ADDR] phys_seg [NUM] prio class 0",storage,train,"['blk_update_request:', 'kernel:']","critical target error, dev nvme1n1, sector [NUM] op [ADDR]:(READ) flags [ADDR] phys_seg [NUM] prio class 0"
The data in the Persistent Memory DIMM located in memory slot arg1 is not accessible because the DIMM is locked and the passphrase is incorrect.,memory,test,"['incorrect.', 'Memory']",The data in the Persistent DIMM located in slot arg1 is not accessible because the DIMM is locked and the passphrase is
RAID level invalid,storage,test,['level'],RAID invalid
kernel: XFS (md[NUM]:) log mount[path] failed: error -5,file system,train,['XFS'],kernel: (md[NUM]:) log mount[path] failed: error -5
The Management Engine experienced a HECI error: arg1 .,"bmc, management module",train,['Management'],The Engine experienced a HECI error: arg1 .
Unrecoverable CPU complex error detected on CPU arg1 .,cpu,train,['CPU'],Unrecoverable complex error detected on arg1 .
systemd: gpfs.service: Killing [PID] (runmmfs) with signal SIGKILL.,service,test,['systemd:'],gpfs.service: Killing [PID] (runmmfs) with signal SIGKILL.
The coin cell battery in CMC arg1 is not working.,battery,test,['battery'],The coin cell in CMC arg1 is not working.
Unable to access server: arg1 because both IPv4 and IPv6 are disabled. NIC Enabled = arg2 .,nic,test,"['server:', 'Enabled']",Unable to access arg1 because both IPv4 and IPv6 are disabled. NIC = arg2 .
nv-fabricmanager: NVSwitch failure detected and degraded mode configuration to abort Fabric Manager,switch,test,['nv-fabricmanager:'],NVSwitch failure detected and degraded mode configuration to abort Fabric Manager
"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 2 Failure reason failed for gpfs.sr06 after daemon",file system,train,"['mmfs:', 'gpfs.sr06']","Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 2 Failure reason failed for after daemon"
The Chassis Controller/Management Module is not responding or is not inserted properly. The status of Chassis Controller/Management Module is critical.,"bmc, management module",train,"['inserted', 'status']",The Chassis Controller/Management Module is not responding or is not properly. The of Chassis Controller/Management Module is critical.
"NVRM: Xid (PCI:0000:84:00): 13, pid=1238, Graphics SM Warp Exception on (GPC 1, TPC 2): Misaligned Address",gpu,train,"['NVRM:', 'Xid']","(PCI:0000:84:00): 13, pid=1238, Graphics SM Warp Exception on (GPC 1, TPC 2): Misaligned Address"
gdrcopy: libkmod: kmod_module_get_holders: could not open '[path]': No such file or directory,service,train,"['gdrcopy:', 'could']",libkmod: kmod_module_get_holders: not open '[path]': No such file or directory
The system inlet temperature is outside of range.,board,test,['temperature'],The system inlet is outside of range.
Drive mismatch detected for drive arg1 in disk drive bay arg2 .,storage,test,"['drive', 'disk']",mismatch detected for arg1 in bay arg2 .
Unsupported processor detected,cpu,train,['processor'],Unsupported detected
kernel: LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_startup()) ko2iblnd: Can't initialize device: rc = -19,file system,train,"['LNetError:', 'LOG']",kernel: ID:(o2iblnd.c:[kNUM]:kiblnd_startup()) ko2iblnd: Can't initialize device: rc = -19
"NVRM: Xid (PCI:0000:0a:00): 32, Channel ID 00000050 intr 00040000",gpu,train,['Xid'],"NVRM: (PCI:0000:0a:00): 32, Channel ID 00000050 intr 00040000"
Power lost on power unit arg1 .,power,train,['Power'],lost on unit arg1 .
"Hard Drive arg1 - S/N arg2 , incorrect status = arg3 \n arg4 .",storage,train,"['Drive', 'Hard']","arg1 - S/N arg2 , incorrect status = arg3 \n arg4 ."
No bootable devices.,storage,train,['devices.'],No bootable
Power fault detected: Mezzanine X,power,train,['Power'],fault detected: Mezzanine X
Memory interconnect degraded.,memory,train,['Memory'],interconnect degraded.
The arg1 voltage is greater than the upper critical threshold.,"voltage, current",train,['voltage'],The arg1 is greater than the upper critical threshold.
Server_Administrator: [NUM] - Instrumentation Voltage sensor value unknown #012Sensor location: PS1 Voltage 1 #012Chassis location: Main System Chassis #012Previous state was: OK (Normal) #012Voltage sensor value (in Volts): 0.000,"voltage, current",train,"['Voltage', 'sensor', '-']",Server_Administrator: [NUM] Instrumentation value unknown #012Sensor location: PS1 1 #012Chassis location: Main System Chassis #012Previous state was: OK (Normal) #012Voltage value (in Volts): 0.000
"NVRM: Xid (PCI:0000:01:00 GPU-I:05): 94, pid=7194, Contained: CE User Channel (0x9). RST: No, D-RST: No",gpu,train,"['NVRM:', 'Xid']","(PCI:0000:01:00 GPU-I:05): 94, pid=7194, Contained: CE User Channel (0x9). RST: No, D-RST: No"
"kernel: NVRM: Xid (PCI:[device id]): 94, pid=[PIDNUM], Contained: SM ([NUM]x1). RST: No, D-RST: No",gpu,train,"['kernel:', 'NVRM:']","Xid (PCI:[device id]): 94, pid=[PIDNUM], Contained: SM ([NUM]x1). RST: No, D-RST: No"
Smart array drive(s) failed,storage,test,['Smart'],array drive(s) failed
"Uncorrectable PCI Express Error Detected.NVMe Box %1 Bay %2 (Segment 0x%3, Bus0x%4, Device 0x%5, Function 0x%6).Uncorrectable Error Status: 0x%7","bus, io module, pci",train,"['PCI', 'Status:']","Uncorrectable Express Error Detected.NVMe Box %1 Bay %2 (Segment 0x%3, Bus0x%4, Device 0x%5, Function 0x%6).Uncorrectable Error 0x%7"
The arg1 battery has reached the end of its life.,battery,train,['battery'],The arg1 has reached the end of its life.
Unable to execute the command because the target device IP is not reachable: arg1 .,nic,train,"['IP', 'Unable']",to execute the command because the target device is not reachable: arg1 .
"Uncorrectable PCI Express Error Detected. [UNKNOWN] 0 (Segment 0x0. Bus 0x83. Device 0x0. Function 0x0).  Uncorrectable Error Status: 0x0,","bus, io module, pci",test,"['PCI', 'Status:']","Uncorrectable Express Error Detected. [UNKNOWN] 0 (Segment 0x0. Bus 0x83. Device 0x0. Function 0x0). Uncorrectable Error 0x0,"
systemd: Failed to start General Parallel File System SDR Daemon.,service,test,['systemd:'],Failed to start General Parallel File System SDR Daemon.
System Power Supply: General Failure (Power Supply 6),power,train,['Power'],System Supply: General Failure (Power Supply 6)
"openib[eth ID]: Module mlx5_core belong to kernel-core which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",train,"['ID]:', 'openib[eth']","Module mlx5_core belong to kernel-core which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
The arg1 sensor detected an error with a value of arg2 Volts.,"voltage, current",train,"['Volts.', 'sensor']",The arg1 detected an error with a value of arg2
"kernel: lockd: failed to reclaim lock for [PID] (errno -37, status 4)",service,test,"['kernel:', 'lockd:']","failed to reclaim lock for [PID] (errno -37, status 4)"
kernel: XFS (md[NUM]:) Invalid block length ([NUM]x0) for buffer,file system,train,['XFS'],kernel: (md[NUM]:) Invalid block length ([NUM]x0) for buffer
"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 20034, Severity 0 Engine instance 24 Sub-engine instance 00",switch,train,"['kernel:', 'nvidia-nvswitch0:']","SXid (PCI:[device id]): 20034, Severity 0 Engine instance 24 Sub-engine instance 00"
mmsysmon: [E] Event raised: IB RDMA NIC mlx5_0[path] was not recognized,file system,train,"['mmsysmon:', 'NIC']",[E] Event raised: IB RDMA mlx5_0[path] was not recognized
Unable to turn on the server because the chassis infrastructure not ready.,board,train,"['chassis', 'ready.']",Unable to turn on the server because the infrastructure not
One or more PCI Parity errors (PERR) have occurred.,"bus, io module, pci",train,['PCI'],One or more Parity errors (PERR) have occurred.
The system is halted because there is no response from the Management Module in return to a request for supplying extra power.,"bmc, management module",train,"['Management', 'Module']",The system is halted because there is no response from the in return to a request for supplying extra power.
mmfs: [E] Deleted node [ip] ([agpu NODE ID]) is still up.,file system,train,"['mmfs:', '[E]']",Deleted node [ip] ([agpu NODE ID]) is still up.
abrt-dump-journal-oops: abrt-dump-journal-oops: Found oopses: 1,os,train,['Found'],abrt-dump-journal-oops: abrt-dump-journal-oops: oopses: 1
kernel: Expanded resource Reserved due to conflict with PCI Bus [kNUM]:00,os,train,"['kernel:', 'PCI']",Expanded resource Reserved due to conflict with Bus [kNUM]:00
Cannot allocate memory.,memory,train,['memory.'],Cannot allocate
CPU arg1 failed to initialize.,cpu,train,['CPU'],arg1 failed to initialize.
kernel: nvidia_peermem: Unknown symbol ib_unregister_peer_memory_client (err 0),"bios, firmware, driver",train,['kernel:'],nvidia_peermem: Unknown symbol ib_unregister_peer_memory_client (err 0)
systemd: nvidia-persistenced.service: Killing process ([NUM]) (nvidia-persiste) with signal SIGKILL.,service,train,['systemd:'],nvidia-persistenced.service: Killing process ([NUM]) (nvidia-persiste) with signal SIGKILL.
"mmfs: [E] Timeout executing cmdexec compatible pipeOpen command ""[path]"" args ""mmksh -c [path] [path] 2>[path] "" with delay 104.857500 secs, num read status 20",file system,test,"['mmfs:', 'cmdexec', '[E]']","Timeout executing compatible pipeOpen command ""[path]"" args ""mmksh -c [path] [path] 2>[path] "" with delay 104.857500 secs, num read status 20"
