text,class,label,train/test,top_attention_words,masked_text_attention
kernel: LustreError: LOG ID:(llite_lib.c:[kNUM]:ll_md_setattr()) md_setattr fails: rc = -4,file system,0,train,['kernel:'],LustreError: LOG ID:(llite_lib.c:[kNUM]:ll_md_setattr()) md_setattr fails: rc = -4
One or more PCIe switch heatsinks are not properly attached.,"bus, io module, pci",0,train,['are'],One or more PCIe switch heatsinks not properly attached.
The system inlet temperature is greater than the upper critical threshold.,board,0,train,"['is', 'The']",system inlet temperature greater than upper critical threshold.
nv-fabricmanager: NVSwitch port connected to GPU index [IDX] pci bus id [ID][device id] experienced an NVLink fatal error and requires port reset to recover. All the running CUDA jobs [path] GPU will be affected.#012Resetting the specified GPU may clear the issue. Please refer to your system user [USER ID] for GPU reset instructions.,switch,0,train,"['index', 'connected', 'experienced', 'nv-fabricmanager:', 'and']",NVSwitch port to GPU [IDX] pci bus id [ID][device id] an NVLink fatal error requires port reset to recover. All the running CUDA jobs [path] GPU will be affected.#012Resetting the specified GPU may clear the issue. Please refer to your system user [USER ID] for GPU reset instructions.
"Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: A bus fatal error was detected [path] component at slot 21. Date and time of event: Sun Oct 9 23:49:51 2022.","bus, io module, pci",0,train,"['to', 'Server_Administrator:', 'Unable', '-']","[NUM] Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: process the event: A bus fatal error was detected [path] component at slot 21. Date and time of event: Sun Oct 9 23:49:51 2022."
System level current is greater than the upper critical threshold.,"voltage, current",0,test,['is'],System level current greater than the upper critical threshold.
Server Platform Services Firmware in RecoveryMode. System Halted.,"bios, firmware, driver",0,test,['Services'],Server Platform Firmware in RecoveryMode. System Halted.
kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:osc_init_grant()) lsr05-OST[kNUM]osc-[ID]: granted [kNUM] but already consumed [kNUM],file system,0,train,['but'],kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:osc_init_grant()) lsr05-OST[kNUM]osc-[ID]: granted [kNUM] already consumed [kNUM]
kernel: bad_page.col[kNUM]+[ADDR][path],memory,0,train,['kernel:'],bad_page.col[kNUM]+[ADDR][path]
A DIMM with an incompatible number of ranks is installed on memory slot: arg1 .,memory,0,train,"['is', 'A']",DIMM with an incompatible number of ranks installed on memory slot: arg1 .
mmsysmon: [E] Event raised: The filesystem gpfs.sr06 was forced (forced) to unmount,file system,0,train,"['forced', 'was']",mmsysmon: [E] Event raised: The filesystem gpfs.sr06 (forced) to unmount
Memory resource allocation failure.,memory,0,train,['failure.'],Memory resource allocation
"Unable to access server: arg1 , because the NIC is disabled on the identified server.",nic,0,train,"['because', 'NIC']","Unable to access server: arg1 , the is disabled on the identified server."
CPU arg1 machine check error detected.,cpu,0,test,['detected.'],CPU arg1 machine check error
Unable to process the power-on request because of an internal error.,power,0,train,"['Unable', 'request']",to process the power-on because of an internal error.
The Chassis Manager is unable to obtain valid power allocation values because of an internal error.,power,0,train,"['is', 'The']",Chassis Manager unable to obtain valid power allocation values because of an internal error.
Server failed to power up due to noncontinuous power action.,power,0,test,['failed'],Server to power up due to noncontinuous power action.
DIMM failure - Uncorrectable memory error - %1%2 Dimm %3.,memory,0,train,['failure'],DIMM - Uncorrectable memory error - %1%2 Dimm %3.
kernel: LustreError: LOG ID:(obd_config.c:559:class_setup()) setup MGC[ip]@o2ib failed (-2),file system,0,train,['failed'],kernel: LustreError: LOG ID:(obd_config.c:559:class_setup()) setup MGC[ip]@o2ib (-2)
"dracut: dracut module 'btrfs' will not be installed, because command 'btrfs' could not be found!",os,0,train,"['could', 'module']","dracut: dracut 'btrfs' will not be installed, because command 'btrfs' not be found!"
Hard Drive - Not installed.,storage,0,train,['-'],Hard Drive Not installed.
Unsupported PCIe Card Configuration. The PCIedevice installed in Slot %1 is not supported in thecurrent location.,"bus, io module, pci",0,train,"['The', 'Configuration.']",Unsupported PCIe Card PCIedevice installed in Slot %1 is not supported in thecurrent location.
The CMC/MM is unable to turn on the I/O module arg1 .,"bmc, management module",0,test,"['is', 'unable']",The CMC/MM to turn on the I/O module arg1 .
The system board battery is absent.,battery,0,test,['is'],The system board battery absent.
An error occurred during Voltage Regulator (VR) initialization on memory riser arg1 .,"voltage, current",0,train,"['error', 'occurred']",An during Voltage Regulator (VR) initialization on memory riser arg1 .
Drive array controller error,storage,0,train,['error'],Drive array controller
The Management Module at slot arg1 has detected thermal issues.,"bmc, management module",0,train,['has'],The Management Module at slot arg1 detected thermal issues.
Drive failure,storage,0,train,['failure'],Drive
Soft power control failure detected on power unit arg1 .,power,0,train,['detected'],Soft power control failure on power unit arg1 .
kernel: LustreError: [kNUM]: MGC[ip]@o2ib[eth ID]: connection MGS (at [ip]@o2ib[eth ID]) was lost; in progress operations using this service will fail,file system,0,train,"['was', 'lost;']",kernel: LustreError: [kNUM]: MGC[ip]@o2ib[eth ID]: connection MGS (at [ip]@o2ib[eth ID]) in progress operations using this service will fail
Slot X Drive Array: Cache Module critical error,storage,0,test,['Array:'],Slot X Drive Cache Module critical error
Unable to Send the Test Trap because the Entered Destination Address is Invalid or Not Reachable.,nic,0,train,"['because', 'is']",Unable to Send the Test Trap the Entered Destination Address Invalid or Not Reachable.
"openib[eth ID]: Module ib_ipoib does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",0,train,['does'],"openib[eth ID]: Module ib_ipoib not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
"kernel: nvme nvme0: I/O 5 QID [ID] timeout, completion",storage,0,train,['5'],"kernel: nvme nvme0: I/O QID [ID] timeout, completion"
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE HOST2 HUBCLIENT_ESC faulted @ [ADDR]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",gpu,0,train,"['kernel:', '@', 'Fault:']","NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU ENGINE HOST2 HUBCLIENT_ESC faulted [ADDR]_[kNUM] Fault is of type FAULT_PDE access_TYPE_VIRT_READ"
"kernel: blk_update_request: critical target error, dev nvme1n1, sector [NUM] op [ADDR]:(READ) flags [ADDR] phys_seg [NUM] prio class 0",storage,0,train,"['sector', 'kernel:']","blk_update_request: critical target error, dev nvme1n1, [NUM] op [ADDR]:(READ) flags [ADDR] phys_seg [NUM] prio class 0"
The data in the Persistent Memory DIMM located in memory slot arg1 is not accessible because the DIMM is locked and the passphrase is incorrect.,memory,0,test,"['The', 'because']",data in Persistent Memory DIMM located in memory slot arg1 is not accessible DIMM is locked and passphrase is incorrect.
RAID level invalid,storage,0,test,['invalid'],RAID level
kernel: XFS (md[NUM]:) log mount[path] failed: error -5,file system,0,train,['kernel:'],XFS (md[NUM]:) log mount[path] failed: error -5
The Management Engine experienced a HECI error: arg1 .,"bmc, management module",0,train,['The'],Management Engine experienced a HECI error: arg1 .
Unrecoverable CPU complex error detected on CPU arg1 .,cpu,0,train,['error'],Unrecoverable CPU complex detected on CPU arg1 .
systemd: gpfs.service: Killing [PID] (runmmfs) with signal SIGKILL.,service,0,test,['with'],systemd: gpfs.service: Killing [PID] (runmmfs) signal SIGKILL.
The coin cell battery in CMC arg1 is not working.,battery,0,test,['is'],The coin cell battery in CMC arg1 not working.
Unable to access server: arg1 because both IPv4 and IPv6 are disabled. NIC Enabled = arg2 .,nic,0,test,"['because', 'are']",Unable to access server: arg1 both IPv4 and IPv6 disabled. NIC Enabled = arg2 .
nv-fabricmanager: NVSwitch failure detected and degraded mode configuration to abort Fabric Manager,switch,0,test,"['failure', 'and']",nv-fabricmanager: NVSwitch detected degraded mode configuration to abort Fabric Manager
"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 2 Failure reason failed for gpfs.sr06 after daemon",file system,0,train,"['2', 'failed']","mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason Failure reason for gpfs.sr06 after daemon"
The Chassis Controller/Management Module is not responding or is not inserted properly. The status of Chassis Controller/Management Module is critical.,"bmc, management module",0,train,"['is', 'inserted']",The Chassis Controller/Management Module not responding or not properly. The status of Chassis Controller/Management Module critical.
"NVRM: Xid (PCI:0000:84:00): 13, pid=1238, Graphics SM Warp Exception on (GPC 1, TPC 2): Misaligned Address",gpu,0,train,"['Exception', 'Misaligned']","NVRM: Xid (PCI:0000:84:00): 13, pid=1238, Graphics SM Warp on (GPC 1, TPC 2): Address"
gdrcopy: libkmod: kmod_module_get_holders: could not open '[path]': No such file or directory,service,0,train,"['could', 'not']",gdrcopy: libkmod: kmod_module_get_holders: open '[path]': No such file or directory
The system inlet temperature is outside of range.,board,0,test,['is'],The system inlet temperature outside of range.
Drive mismatch detected for drive arg1 in disk drive bay arg2 .,storage,0,test,"['mismatch', 'detected']",Drive for drive arg1 in disk drive bay arg2 .
Unsupported processor detected,cpu,0,train,['detected'],Unsupported processor
kernel: LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_startup()) ko2iblnd: Can't initialize device: rc = -19,file system,0,train,"['kernel:', ""Can't""]",LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_startup()) ko2iblnd: initialize device: rc = -19
"NVRM: Xid (PCI:0000:0a:00): 32, Channel ID 00000050 intr 00040000",gpu,0,train,"['32,']",NVRM: Xid (PCI:0000:0a:00): Channel ID 00000050 intr 00040000
Power lost on power unit arg1 .,power,0,train,['lost'],Power on power unit arg1 .
"Hard Drive arg1 - S/N arg2 , incorrect status = arg3 \n arg4 .",storage,0,train,"['Drive', 'status']","Hard arg1 - S/N arg2 , incorrect = arg3 \n arg4 ."
No bootable devices.,storage,0,train,['No'],bootable devices.
Power fault detected: Mezzanine X,power,0,train,['detected:'],Power fault Mezzanine X
Memory interconnect degraded.,memory,0,train,['degraded.'],Memory interconnect
The arg1 voltage is greater than the upper critical threshold.,"voltage, current",0,train,['is'],The arg1 voltage greater than the upper critical threshold.
Server_Administrator: [NUM] - Instrumentation Voltage sensor value unknown #012Sensor location: PS1 Voltage 1 #012Chassis location: Main System Chassis #012Previous state was: OK (Normal) #012Voltage sensor value (in Volts): 0.000,"voltage, current",0,train,"['Server_Administrator:', '-', 'unknown']",[NUM] Instrumentation Voltage sensor value #012Sensor location: PS1 Voltage 1 #012Chassis location: Main System Chassis #012Previous state was: OK (Normal) #012Voltage sensor value (in Volts): 0.000
"NVRM: Xid (PCI:0000:01:00 GPU-I:05): 94, pid=7194, Contained: CE User Channel (0x9). RST: No, D-RST: No",gpu,0,train,"['NVRM:', '94,']","Xid (PCI:0000:01:00 GPU-I:05): pid=7194, Contained: CE User Channel (0x9). RST: No, D-RST: No"
"kernel: NVRM: Xid (PCI:[device id]): 94, pid=[PIDNUM], Contained: SM ([NUM]x1). RST: No, D-RST: No",gpu,0,train,"['kernel:', '94,']","NVRM: Xid (PCI:[device id]): pid=[PIDNUM], Contained: SM ([NUM]x1). RST: No, D-RST: No"
Smart array drive(s) failed,storage,0,test,['failed'],Smart array drive(s)
"Uncorrectable PCI Express Error Detected.NVMe Box %1 Bay %2 (Segment 0x%3, Bus0x%4, Device 0x%5, Function 0x%6).Uncorrectable Error Status: 0x%7","bus, io module, pci",0,train,"['Box', 'Status:']","Uncorrectable PCI Express Error Detected.NVMe %1 Bay %2 (Segment 0x%3, Bus0x%4, Device 0x%5, Function 0x%6).Uncorrectable Error 0x%7"
The arg1 battery has reached the end of its life.,battery,0,train,['has'],The arg1 battery reached the end of its life.
Unable to execute the command because the target device IP is not reachable: arg1 .,nic,0,train,"['is', 'because']",Unable to execute the command the target device IP not reachable: arg1 .
"Uncorrectable PCI Express Error Detected. [UNKNOWN] 0 (Segment 0x0. Bus 0x83. Device 0x0. Function 0x0).  Uncorrectable Error Status: 0x0,","bus, io module, pci",0,test,"['Status:', 'Detected.']","Uncorrectable PCI Express Error [UNKNOWN] 0 (Segment 0x0. Bus 0x83. Device 0x0. Function 0x0). Uncorrectable Error 0x0,"
systemd: Failed to start General Parallel File System SDR Daemon.,service,0,test,['to'],systemd: Failed start General Parallel File System SDR Daemon.
System Power Supply: General Failure (Power Supply 6),power,0,train,['Failure'],System Power Supply: General (Power Supply 6)
"openib[eth ID]: Module mlx5_core belong to kernel-core which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",0,train,"['belong', 'ID]:']","openib[eth Module mlx5_core to kernel-core which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
The arg1 sensor detected an error with a value of arg2 Volts.,"voltage, current",0,train,"['The', 'sensor']",arg1 detected an error with a value of arg2 Volts.
"kernel: lockd: failed to reclaim lock for [PID] (errno -37, status 4)",service,0,test,"['to', 'failed']","kernel: lockd: reclaim lock for [PID] (errno -37, status 4)"
kernel: XFS (md[NUM]:) Invalid block length ([NUM]x0) for buffer,file system,0,train,['kernel:'],XFS (md[NUM]:) Invalid block length ([NUM]x0) for buffer
"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 20034, Severity 0 Engine instance 24 Sub-engine instance 00",switch,0,train,"['kernel:', '24']","nvidia-nvswitch0: SXid (PCI:[device id]): 20034, Severity 0 Engine instance Sub-engine instance 00"
mmsysmon: [E] Event raised: IB RDMA NIC mlx5_0[path] was not recognized,file system,0,train,"['recognized', 'was']",mmsysmon: [E] Event raised: IB RDMA NIC mlx5_0[path] not
Unable to turn on the server because the chassis infrastructure not ready.,board,0,train,"['because', 'infrastructure']",Unable to turn on the server the chassis not ready.
One or more PCI Parity errors (PERR) have occurred.,"bus, io module, pci",0,train,['have'],One or more PCI Parity errors (PERR) occurred.
The system is halted because there is no response from the Management Module in return to a request for supplying extra power.,"bmc, management module",0,train,"['halted', 'because', 'The']",system is there is no response from Management Module in return to a request for supplying extra power.
mmfs: [E] Deleted node [ip] ([agpu NODE ID]) is still up.,file system,0,train,"['is', 'node']",mmfs: [E] Deleted [ip] ([agpu ID]) still up.
abrt-dump-journal-oops: abrt-dump-journal-oops: Found oopses: 1,os,0,train,['1'],abrt-dump-journal-oops: abrt-dump-journal-oops: Found oopses:
kernel: Expanded resource Reserved due to conflict with PCI Bus [kNUM]:00,os,0,train,"['kernel:', 'Reserved']",Expanded resource due to conflict with PCI Bus [kNUM]:00
Cannot allocate memory.,memory,0,train,['Cannot'],allocate memory.
